_id,_openid,age,city,img,label,mycat,mystore,name,score,sex
1fee1e97626376a701aa07d0485a46e8,oLRmP5ErpuiIx_KJRpW0tvhABfho,18,杭州,https://thirdwx.qlogo.cn/mmopen/vi_32/qusDOu4ZhMGG96uiamFMnbIc9vcyviaibiciapSfvOW6JjNKQmqqRG427n0NGh4uxrdBHQ063JjXemct5ErE4LiapR2A/132,"[""563f33cc625f05aa0774bf506cb750b6""]","[""563f33cc6261afc907d17a0e5abac802"",""563f33cc6261afc907d179fc47640c8f"",""563f33cc6261afc907d179fe12347a87""]","[""563f33cc6261a1ef07d172626b212588"",""563f33cc6261a1ef07d172676972d3d3""]",小樽,70,女
2c9907ee62638e9a00e8182b19edecf7,oLRmP5GWOaRBYHCi2jwDFnl2k18U,18,杭州,https://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eomLOGPkfbXRoFEKuR3pLExcuwVnszysVWw4SH5etxlCsGkGCymPYIP1qR8DRqX2GnMMD5l97tbPg/132,"[""bb4c251562638ee70103d6a849de8a77""]",[],[],小洪,0,女
6f49505e6263d25401d99cef7cfea681,oLRmP5LkUZ4WW9bZt_M1l0mPwqvo,21,金华,https://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTI4c5RgmFniaNwAf0PKicKtEEgo3tYjwiayVKlf0M1rjaG9VcJWicd9BXyQQvBpqMYYn5ECfNjG4GYYDQ/132,"[""563f33cc625f05aa0774bf4f04a9cce6"",""5464a2946263d4ee0256164c30de90f0""]","[""563f33cc6261afc907d179f93956edbc""]","[""563f33cc6261a1ef07d172626b212588"",""563f33cc6261a1ef07d172613906a0b0""]",陆肆,70,男
